ID;Nombre_Aportante;Tipo_Aportante;Candidato;Tipo_Donatorio;ID_Eleccion;Territorio;ID_Partido;Partido;Tipo_Aporte;Fecha_de_Transferencia;Monto;Unnamed: 10;Unnamed: 11;Unnamed: 12
4808;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;HERMES MEDINA RODRIGUEZ;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 2;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4809;MARIE MICHELE HIRIBARREN TARICCO;PERSONA NATURAL;GONZALO MONTERO VIVEROS;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;RN;RENOVACION NACIONAL;PÚBLICO;11-10-17;$300.000;;;
4810;;PERSONA NATURAL;JACQUELINE GUIÑEZ NUÑEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;RN;RENOVACION NACIONAL;NO PÚBLICO;11-10-17;$280.000;;;
4811;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;HECTOR JARA VIEYRA;CANDIDATO;CONSEJEROS REGIONALES;VALPARAISO 2;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4812;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;MIRTA JESUS MORENO MORENO;CANDIDATO;CONSEJEROS REGIONALES;EL LOA;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4813;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PEDRO ALFREDO VERGARA MEDINA;CANDIDATO;CONSEJEROS REGIONALES;EL LOA;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$300.000;;;
4814;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;RENE MADRID ARANCIBIA;CANDIDATO;CONSEJEROS REGIONALES;VALPARAISO 1;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4815;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JUAN CARLOS ARAYA ARAYA;CANDIDATO;CONSEJEROS REGIONALES;LIMARI;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4816;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;CESAR MONSALVE ORTEGA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 1;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$300.000;;;
4817;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JOSE ALBORNOZ MOLINA;CANDIDATO;CONSEJEROS REGIONALES;QUILLOTA;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4818;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;MIGUEL ANGEL ESCOBAR GONZALEZ;CANDIDATO;CONSEJEROS REGIONALES;SAN FELIPE;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4819;;PERSONA NATURAL;PAOLA DELGADO MOCARQUER;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 3;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;16-10-17;$300.000;;;
4820;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PATRICIA EUGENIA DEL CARMEN BERNAL GONZALEZ;CANDIDATO;CONSEJEROS REGIONALES;TALCA;IND;INDEPENDIENTES;PÚBLICO;12-10-17;$200.000;;;
4821;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;REMBERTO ARMANDO BRAVO ACEVEDO;CANDIDATO;CONSEJEROS REGIONALES;TALCA;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$200.000;;;
4822;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JULIO ALEJANDRO CANO SAN MARTIN;CANDIDATO;CONSEJEROS REGIONALES;BIO BIO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;13-10-17;$200.000;;;
4823;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JULIO GODOY INOSTROZA;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 1;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4824;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;MARIELA SILVA LEAL;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 1;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;13-10-17;$400.000;;;
4825;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;ISSA JESUS SALEM ESPINA;CANDIDATO;CONSEJEROS REGIONALES;CACHAPOAL 2;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4826;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;EDUARDO FUENTES VARELA;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 1;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4827;CECILIA ANDREA SILVA RIVEROS;PERSONA NATURAL;PAULA GARATE ROJAS;CANDIDATO;CONSEJEROS REGIONALES;MELIPILLA;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;16-10-17;$1.000.000;;;
4828;FELIX JULIO BACIGALUPO VICUÑA;PERSONA NATURAL;JUAN ANTONIO COLOMA CORREA;CANDIDATO;SENADORES;9ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;19-10-17;$4.000.000;;;
4829;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;FELIPE MORAGA ESCOBAR;CANDIDATO;CONSEJEROS REGIONALES;CACHAPOAL 2;IND;INDEPENDIENTES;PÚBLICO;13-10-17;$200.000;;;
4830;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;GUSTAVO ANDRES RUBIO MORI;CANDIDATO;CONSEJEROS REGIONALES;CARDENAL CARO;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4831;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;LUIS GONZALEZ MEZA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 2;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$300.000;;;
4832;MARIA PAZ DEL VALLE VALDES;PERSONA NATURAL;GONZALO MONTERO VIVEROS;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;RN;RENOVACION NACIONAL;PÚBLICO;10-10-17;$400.000;;;
4833;JOHANA CAROLINA RODRIGUEZ VILLESCA;PERSONA NATURAL;BORIS ANTHONY BARRERA MORENO;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PCCH;PARTIDO COMUNISTA DE CHILE;PÚBLICO;12-10-17;$600.000;;;
4834;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;RODRIGO IVAN ASTORGA MONTERO;CANDIDATO;CONSEJEROS REGIONALES;VALPARAISO 2;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4835;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;CRISTIAN ANDRES FUENTES FUENTES;CANDIDATO;CONSEJEROS REGIONALES;BIO BIO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$300.000;;;
4836;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;ANDRES RAMIREZ SALDAÑA;CANDIDATO;CONSEJEROS REGIONALES;MARGA MARGA;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;11-10-17;$200.000;;;
4837;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JOSE SOTO FONTEALBA;CANDIDATO;CONSEJEROS REGIONALES;RANCO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4838;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;ANA MARIA VELIZ BRAVO;CANDIDATO;CONSEJEROS REGIONALES;ELQUI;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$200.000;;;
4839;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;TATIANA SEPULVEDA FERRADA;CANDIDATO;CONSEJEROS REGIONALES;ELQUI;IND;INDEPENDIENTES;PÚBLICO;12-10-17;$200.000;;;
4840;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;AQUILES DEL CARMEN SOTO OLAVE;CANDIDATO;CONSEJEROS REGIONALES;ELQUI;IND;INDEPENDIENTES;PÚBLICO;13-10-17;$200.000;;;
4841;;PERSONA NATURAL;MARCELO ZARA PIZARRO;CANDIDATO;DIPUTADOS;DISTRITO Nº 1;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;12-10-17;$200.000;;;
4842;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PABLO OGALDE MENESES;CANDIDATO;CONSEJEROS REGIONALES;HUASCO;IND;INDEPENDIENTES;PÚBLICO;16-10-17;$300.000;;;
4843;IGNACIO WALKER PRIETO;PERSONA NATURAL;IGNACIO WALKER PRIETO;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;11-10-17;$30.000.000;;;
4844;ARIEL ANDRES LASCEVENA FAUNDEZ;PERSONA NATURAL;GONZALO MONTERO VIVEROS;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;RN;RENOVACION NACIONAL;PÚBLICO;10-10-17;$100.000;;;
4845;FELIX JULIO BACIGALUPO VICUÑA;PERSONA NATURAL;GUILLERMO RAMIREZ DIEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;12-10-17;$1.000.000;;;
4846;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;SANDRO ANDRES MEDINA HERRERA;CANDIDATO;CONSEJEROS REGIONALES;COLCHAGUA;IND;INDEPENDIENTES;PÚBLICO;13-10-17;$200.000;;;
4847;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PATRICIO BRAVO REYES;CANDIDATO;CONSEJEROS REGIONALES;TALCA;IND;INDEPENDIENTES;PÚBLICO;13-10-17;$200.000;;;
4848;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;CARMEN GLORIA CASTILLO ARCE;CANDIDATO;CONSEJEROS REGIONALES;COLCHAGUA;IND;INDEPENDIENTES;PÚBLICO;12-10-17;$200.000;;;
4849;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;SANDRA HENRIQUEZ SEPULVEDA;CANDIDATO;CONSEJEROS REGIONALES;MALLECO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4850;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;NESTOR RAMON SANTELICES FUENTES;CANDIDATO;CONSEJEROS REGIONALES;VALPARAISO 1;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$200.000;;;
4851;;PERSONA NATURAL;PAOLA DELGADO MOCARQUER;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 3;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;16-10-17;$350.000;;;
4852;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;ALEJANDRO ROBERTO FUENTES INOSTROZA;CANDIDATO;CONSEJEROS REGIONALES;MALLECO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$300.000;;;
4853;RENZO ALDO TRISOTTI MARTINEZ;PERSONA NATURAL;RENZO TRISOTTI MARTINEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 2;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;11-10-17;$12.000.000;;;
4854;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PEDRO ALEJANDRO VALDIVIA RAMIREZ;CANDIDATO;CONSEJEROS REGIONALES;LIMARI;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4855;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;GABRIEL ARTURO SOTO OYARZUN;CANDIDATO;CONSEJEROS REGIONALES;LLANQUIHUE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$300.000;;;
4856;TULIO EUGENIO MUÑOZ CALQUIN;PERSONA NATURAL;GONZALO MONTERO VIVEROS;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;RN;RENOVACION NACIONAL;PÚBLICO;11-10-17;$200.000;;;
4857;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;CHRISTIAN ARMANDO CERDA SANDOVAL;CANDIDATO;CONSEJEROS REGIONALES;ÑUBLE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4858;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;MILTON SALAS ALFARO;CANDIDATO;CONSEJEROS REGIONALES;CURICO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$200.000;;;
4859;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;EDUARDO ALFONSO GARRIDO SANHUEZA;CANDIDATO;CONSEJEROS REGIONALES;ÑUBLE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$200.000;;;
4860;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JOSE MIGUEL BUNSTER RABY;CANDIDATO;CONSEJEROS REGIONALES;CONCEPCION 3;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;11-10-17;$200.000;;;
4861;MONICA SANCHEZ ACEITUNO;PERSONA NATURAL;MONICA SANCHEZ ACEITUNO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 1;PS;PARTIDO SOCIALISTA DE CHILE;CRÉDITO;10-10-17;$5.000.000;;;
4862;;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;NO PÚBLICO;12-10-17;$26.398;;;
4863;JAIME ANDRES BARRIENTOS RAMIREZ;PERSONA NATURAL;ANDREA MOLINA OLIVA;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;12-10-17;$3.290.771;;;
4864;SOFIA VALENZUELA DELPIANO;PERSONA NATURAL;SOFIA VALENZUELA DELPIANO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;RD;REVOLUCION DEMOCRATICA;CRÉDITO;10-10-17;$9.500.000;;;
4865;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;GERARDO HUGO MORALES NAVES;CANDIDATO;CONSEJEROS REGIONALES;LLANQUIHUE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4866;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;RODRIGO CARAMORI DONOSO;CANDIDATO;CONSEJEROS REGIONALES;CHACABUCO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PROPIO;10-10-17;$800.000;;;
4867;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;RODRIGO GABRIEL CUBILLA RETAMAL;CANDIDATO;CONSEJEROS REGIONALES;COYHAIQUE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4868;;PERSONA NATURAL;MARCELA GEOVANNA CONCHA VILLANUEVA;CANDIDATO;DIPUTADOS;DISTRITO Nº 8;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;NO PÚBLICO;11-10-17;$500.000;;;
4869;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;DAGOBERTO NATANAEL TORO GUAJARDO;CANDIDATO;CONSEJEROS REGIONALES;OSORNO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4870;JIMENA CAROLA CASTRO AREVALO;PERSONA NATURAL;JUAN ANTONIO COLOMA CORREA;CANDIDATO;SENADORES;9ª CIRCUNSCRIPCION;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;11-10-17;$4.000.000;;;
4871;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;JOSE ARMANDO GUARDA CARRILLO;CANDIDATO;CONSEJEROS REGIONALES;OSORNO;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;16-10-17;$200.000;;;
4872;CRISTINA GIRARDI LAVIN;PERSONA NATURAL;CRISTINA GIRARDI LAVIN;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PPD;PARTIDO POR LA DEMOCRACIA;CRÉDITO;11-10-17;$30.000.000;;;
4873;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;GABRIELA DOMINGA SILVA GONZALEZ;CANDIDATO;CONSEJEROS REGIONALES;LLANQUIHUE;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;12-10-17;$200.000;;;
4874;FERNANDO ELIAS ARAB VERDUGO;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;PÚBLICO;12-10-17;$80.000;;;
4875;;PERSONA NATURAL;FELIPE KAST SOMMERHOFF;CANDIDATO;SENADORES;11ª CIRCUNSCRIPCION;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;16-10-17;$500.000;;;
4876;;PERSONA NATURAL;JOSE MIGUEL ORTIZ NOVOA;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;16-10-17;$30.000;;;
4877;;PERSONA NATURAL;SEBASTIAN TORREALBA ALVARADO;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RN;RENOVACION NACIONAL;NO PÚBLICO;16-10-17;$500.000;;;
4878;CARLOS EDUARDO CONTRERAS OYARZUN;PERSONA NATURAL;CARLOS EDUARDO CONTRERAS OYARZUN;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PROPIO;10-10-17;$1.000.000;;;
4879;MARIA EDITA QUINTRAMAN QUINTRAMAN;PERSONA NATURAL;EMILIA IRIS NUYADO ANCAPICHUN;CANDIDATO;DIPUTADOS;DISTRITO Nº 25;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;07-11-17;$1.000.000;;;
4880;CRISTIAN OMAR SEPULVEDA TRONCOSO;PERSONA NATURAL;CRISTIAN OMAR SEPULVEDA TRONCOSO;CANDIDATO;CONSEJEROS REGIONALES;AISEN;RD;REVOLUCION DEMOCRATICA;PROPIO;10-10-17;$80.000;;;
4881;;PERSONA NATURAL;MACARENA ZARHI CORDERO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;RN;RENOVACION NACIONAL;NO PÚBLICO;12-10-17;$200.000;;;
4882;;PERSONA NATURAL;JOANNA PEREZ OLEA;CANDIDATO;DIPUTADOS;DISTRITO Nº 21;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;11-10-17;$15.000;;;
4883;;PERSONA NATURAL;MACARENA ZARHI CORDERO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;RN;RENOVACION NACIONAL;NO PÚBLICO;11-10-17;$200.000;;;
4884;SEBASTIAN IGNACIO JIMENEZ CATALAN;PERSONA NATURAL;DIEGO IBAÑEZ COTRONEO;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;PH;PARTIDO HUMANISTA;PÚBLICO;09-11-17;$250.000;;;
4885;EMERITA SANDOVAL PATIÑO;PERSONA NATURAL;PAZ MARITZA FOITZICH SANDOVAL;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;11-10-17;$6.500.000;;;
4886;MANUELA REYES VALENZUELA;PERSONA NATURAL;SOFIA VALENZUELA DELPIANO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;RD;REVOLUCION DEMOCRATICA;PÚBLICO;12-10-17;$149.000;;;
4887;PARTIDO POR LA DEMOCRACIA;PARTIDO;SALVADOR PEDRO URRUTIA CARDENAS;CANDIDATO;SENADORES;1ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;16-10-17;$21.000.000;;;
4888;MARIELA EUGENIA DE LAS MERCEDES BASUALTO AVALOS;PERSONA NATURAL;MARIELA BASUALTO AVALOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 2;PDC;PARTIDO DEMOCRATA CRISTIANO;PROPIO;10-10-17;$1.000.000;;;
4889;;PERSONA NATURAL;MONICA AGUILERA SANHUEZA;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 6;PS;PARTIDO SOCIALISTA DE CHILE;NO PÚBLICO;16-10-17;$394.798;;;
4890;ROLANDO RAMIRO FLORES FERNANDEZ;PERSONA NATURAL;ROLANDO FLORES FERNANDEZ;CANDIDATO;CONSEJEROS REGIONALES;MALLECO;UDI;UNION DEMOCRATA INDEPENDIENTE;PROPIO;10-10-17;$1.500.000;;;
4891;JAIME EDUARDO CASTILLO BOILET;PERSONA NATURAL;JAIME CASTILLO BOILET;CANDIDATO;CONSEJEROS REGIONALES;LIMARI;PS;PARTIDO SOCIALISTA DE CHILE;PROPIO;10-10-17;$300.000;;;
4892;ERICKA FABIOLA FARIAS GUERRA;PERSONA NATURAL;SANDRA AMAR MANCILLA;CANDIDATO;DIPUTADOS;DISTRITO Nº 28;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;13-10-17;$1.500.000;;;
4893;PARTIDO POR LA DEMOCRACIA;PARTIDO;HENRY BERNARD VARAS CONCHA;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$1.000.000;;;
4894;PARTIDO POR LA DEMOCRACIA;PARTIDO;MARIA ANTONIETA ROJAS GONZALEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 18;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;13-10-17;$1.000.000;;;
4895;PARTIDO POR LA DEMOCRACIA;PARTIDO;CRISTINA GIRARDI LAVIN;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;18-10-17;$18.000.000;;;
4896;PARTIDO POR LA DEMOCRACIA;PARTIDO;MELISSA ESTEFANIA VARAS MONTERO;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;13-10-17;$1.000.000;;;
4897;PARTIDO POR LA DEMOCRACIA;PARTIDO;JORGE CARLOS TARUD DACCARETT;CANDIDATO;SENADORES;9ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;11-10-17;$40.000.000;;;
4898;PARTIDO POR LA DEMOCRACIA;PARTIDO;JAIME FRANCISCO ESCUDERO RAMOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 12;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$18.000.000;;;
4899;PARTIDO POR LA DEMOCRACIA;PARTIDO;XIMENA LORETO ORDENES NEIRA;CANDIDATO;SENADORES;14ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;16-10-17;$15.000.000;;;
4900;PARTIDO POR LA DEMOCRACIA;PARTIDO;MARIA LORETO CARVAJAL AMBIADO;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;17-10-17;$14.000.000;;;
4901;PARTIDO RADICALSOCIALDEMOCRATA;PARTIDO;JORGE CALDERON NUÑEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 27;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;11-10-17;$5.000.000;;;
4902;PARTIDO POR LA DEMOCRACIA;PARTIDO;KATHERINE ARAYA MATUS;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$7.000.000;;;
4903;PARTIDO POR LA DEMOCRACIA;PARTIDO;RICARDO LAGOS WEBER;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;11-10-17;$45.000.000;;;
4904;PARTIDO RADICALSOCIALDEMOCRATA;PARTIDO;LILY OÑATE MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;16-10-17;$1.000.000;;;
4905;PARTIDO POR LA DEMOCRACIA;PARTIDO;CLAUDIO OYARZUN CARCAMO;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;18-10-17;$10.000.000;;;
4906;PARTIDO COMUNISTA DE CHILE;PARTIDO;MARIO RIVAS SILVA;CANDIDATO;DIPUTADOS;DISTRITO Nº 4;PCCH;PARTIDO COMUNISTA DE CHILE;PÚBLICO;13-10-17;$36.976.600;;;
4907;PARTIDO POR LA DEMOCRACIA;PARTIDO;GLORIA PATRICIA GONZALEZ SAEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 26;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$5.000.000;;;
4908;PARTIDO RADICALSOCIALDEMOCRATA;PARTIDO;NELSON JAIME AVILA CONTRERAS;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;16-10-17;$5.000.000;;;
4909;PARTIDO POR LA DEMOCRACIA;PARTIDO;LILIANA CARO VERA;CANDIDATO;SENADORES;9ª CIRCUNSCRIPCION;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$7.000.000;;;
4910;PARTIDO RADICALSOCIALDEMOCRATA;PARTIDO;OSCAR CABRERA ORTIZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 21;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;11-10-17;$1.000.000;;;
4911;PARTIDO POR LA DEMOCRACIA;PARTIDO;RODRIGO GONZALEZ TORRES;CANDIDATO;DIPUTADOS;DISTRITO Nº 7;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;19-10-17;$14.000.000;;;
4912;PARTIDO POR LA DEMOCRACIA;PARTIDO;RENE OSVALDO ALINCO BUSTOS;CANDIDATO;DIPUTADOS;DISTRITO Nº 27;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;12-10-17;$8.000.000;;;
4913;PARTIDO COMUNISTA DE CHILE;PARTIDO;ALEJANDRA POZO CORTEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 3;PCCH;PARTIDO COMUNISTA DE CHILE;PÚBLICO;12-10-17;$1.250.000;;;
4914;MARCELO HUMBERTO RIOSECO PAIS;PERSONA NATURAL;MARCELO RIOSECO PAIS;CANDIDATO;DIPUTADOS;DISTRITO Nº 17;PH;PARTIDO HUMANISTA;PROPIO;11-10-17;$4.000.000;;;
4915;PARTIDO RADICALSOCIALDEMOCRATA;PARTIDO;CAMILO ARTURO GARCIA DE LA BARRA;CANDIDATO;DIPUTADOS;DISTRITO Nº 16;PRSD;PARTIDO RADICAL SOCIALDEMOCRATA;PÚBLICO;11-10-17;$2.000.000;;;
